Date,Open,High,Low,Close,Adj Close,Volume
1971-09-23,98.470001,99.120003,97.610001,98.379997,98.379997,13250000
1971-09-24,98.379997,99.349998,97.779999,98.150002,98.150002,13460000
1971-09-27,98.150002,98.410004,96.970001,97.620003,97.620003,10220000
1971-09-28,97.620003,98.550003,97.120003,97.879997,97.879997,11250000
1971-09-29,97.879997,98.510002,97.290001,97.900002,97.900002,8580000
1971-09-30,97.900002,98.970001,97.480003,98.339996,98.339996,13490000
1971-10-01,98.339996,99.489998,97.959999,98.93,98.93,13400000
1971-10-04,98.93,100.040001,98.620003,99.209999,99.209999,14570000
1971-10-05,99.209999,99.779999,98.339996,99.110001,99.110001,12360000
1971-10-06,99.110001,100.129997,98.489998,99.82,99.82,15630000
1971-10-07,99.82,100.959999,99.419998,100.019997,100.019997,17780000
1971-10-08,100.019997,100.300003,98.870003,99.360001,99.360001,13870000
1971-10-11,99.360001,99.620003,98.580002,99.209999,99.209999,7800000
1971-10-12,99.209999,100.199997,98.620003,99.57,99.57,14340000
1971-10-13,99.57,100.080002,98.610001,99.029999,99.029999,13540000
1971-10-14,99.029999,99.25,97.739998,98.129997,98.129997,12870000
1971-10-15,98.129997,98.449997,97.029999,97.790001,97.790001,13120000
1971-10-18,97.790001,98.330002,96.980003,97.349998,97.349998,10420000
1971-10-19,97.349998,97.660004,96.050003,97,97,13040000
1971-10-20,97,97.449997,95.230003,95.650002,95.650002,16340000
1971-10-21,95.650002,96.330002,94.589996,95.599998,95.599998,14990000
1971-10-22,95.599998,96.830002,94.970001,95.57,95.57,14560000
1971-10-25,95.57,95.760002,94.57,95.099998,95.099998,7340000
1971-10-26,95.019997,95.019997,94.379997,94.739998,94.739998,13390000
1971-10-27,94.739998,94.989998,93.389999,93.790001,93.790001,13480000
1971-10-28,93.790001,94.75,92.959999,93.959999,93.959999,15530000
1971-10-29,93.959999,94.709999,93.279999,94.230003,94.230003,11710000
1971-11-01,94.230003,94.43,92.480003,92.800003,92.800003,10960000
1971-11-02,92.800003,93.730003,91.839996,93.18,93.18,13330000
1971-11-03,93.269997,95.309998,93.269997,94.910004,94.910004,14590000
1971-11-04,94.910004,96.080002,94.370003,94.790001,94.790001,15750000
1971-11-05,94.790001,95.010002,93.639999,94.459999,94.459999,10780000
1971-11-08,94.459999,94.970001,93.779999,94.389999,94.389999,8520000
1971-11-09,94.389999,95.309998,93.940002,94.459999,94.459999,12080000
1971-11-10,94.459999,94.839996,93.099998,93.410004,93.410004,13410000
1971-11-11,93.410004,93.540001,91.639999,92.120003,92.120003,13310000
1971-11-12,92.120003,92.900002,90.93,92.120003,92.120003,14540000
1971-11-15,92.120003,92.690002,91.379997,91.809998,91.809998,9370000
1971-11-16,91.809998,93.150002,91.209999,92.709999,92.709999,13300000
1971-11-17,92.709999,93.349998,91.800003,92.849998,92.849998,12840000
1971-11-18,92.849998,93.620003,91.879997,92.129997,92.129997,13010000
1971-11-19,92.129997,92.379997,90.949997,91.610001,91.610001,12420000
1971-11-22,91.610001,92.120003,90.510002,90.790001,90.790001,11390000
1971-11-23,90.790001,91.099998,89.339996,90.160004,90.160004,16840000
1971-11-24,90.160004,91.139999,89.730003,90.330002,90.330002,11870000
1971-11-26,90.330002,92.190002,90.269997,91.940002,91.940002,10870000
1971-11-29,92.040001,94.900002,92.040001,93.410004,93.410004,18910000
1971-11-30,93.410004,94.43,92.510002,93.989998,93.989998,18320000
1971-12-01,93.989998,96.120003,93.949997,95.440002,95.440002,21040000
1971-12-02,95.440002,96.589996,94.730003,95.839996,95.839996,17780000
1971-12-03,95.839996,97.57,95.360001,97.059998,97.059998,16760000
1971-12-06,97.059998,98.169998,96.07,96.510002,96.510002,17480000
1971-12-07,96.510002,97.349998,95.400002,96.870003,96.870003,15250000
1971-12-08,96.870003,97.650002,96.080002,96.919998,96.919998,16650000
1971-12-09,96.959999,96.959999,96.959999,96.959999,96.959999,14710000
1971-12-10,97.690002,97.690002,97.690002,97.690002,97.690002,17510000
1971-12-13,97.970001,97.970001,97.970001,97.970001,97.970001,17020000
1971-12-14,97.669998,97.669998,97.669998,97.669998,97.669998,16070000
1971-12-15,98.540001,98.540001,98.540001,98.540001,98.540001,16890000
1971-12-16,99.739998,99.739998,99.739998,99.739998,99.739998,21070000
1971-12-17,100.260002,100.260002,100.260002,100.260002,100.260002,18270000
1971-12-20,101.550003,101.550003,101.550003,101.550003,101.550003,23810000
1971-12-21,101.800003,101.800003,101.800003,101.800003,101.800003,20460000
1971-12-22,101.18,101.18,101.18,101.18,101.18,18930000
1971-12-23,100.739998,100.739998,100.739998,100.739998,100.739998,16000000
1971-12-27,100.949997,100.949997,100.949997,100.949997,100.949997,11890000
1971-12-28,101.949997,101.949997,101.949997,101.949997,101.949997,15090000
1971-12-29,102.209999,102.209999,102.209999,102.209999,102.209999,17150000
1971-12-30,101.779999,101.779999,101.779999,101.779999,101.779999,13810000
1971-12-31,102.089996,102.089996,102.089996,102.089996,102.089996,14040000
1972-01-03,102.089996,102.849998,101.190002,101.669998,101.669998,12570000
1972-01-04,101.669998,102.589996,100.870003,102.089996,102.089996,15190000
1972-01-05,102.089996,103.690002,101.900002,103.059998,103.059998,21350000
1972-01-06,103.059998,104.199997,102.660004,103.510002,103.510002,21100000
1972-01-07,103.510002,104.290001,102.379997,103.470001,103.470001,17140000
1972-01-10,103.470001,103.970001,102.440002,103.32,103.32,15320000
1972-01-11,103.32,104.300003,102.849998,103.650002,103.650002,17970000
1972-01-12,103.650002,104.660004,103.050003,103.589996,103.589996,20970000
1972-01-13,103.589996,103.800003,102.290001,102.989998,102.989998,16410000
1972-01-14,102.989998,103.889999,102.410004,103.389999,103.389999,14960000
1972-01-17,103.389999,104.239998,102.800003,103.699997,103.699997,15860000
1972-01-18,103.699997,104.849998,103.349998,104.050003,104.050003,21070000
1972-01-19,104.050003,104.610001,102.830002,103.879997,103.879997,18800000
1972-01-20,103.879997,105,103.32,103.879997,103.879997,20210000
1972-01-21,103.879997,104.400002,102.75,103.650002,103.650002,18810000
1972-01-24,103.650002,104.029999,102.199997,102.57,102.57,15640000
1972-01-25,102.57,103.589996,101.629997,102.699997,102.699997,17570000
1972-01-26,102.699997,103.309998,101.809998,102.5,102.5,14940000
1972-01-27,102.5,103.93,102.199997,103.5,103.5,20360000
1972-01-28,103.5,104.980003,103.220001,104.160004,104.160004,25000000
1972-01-31,104.160004,104.879997,103.300003,103.940002,103.940002,18250000
1972-02-01,103.940002,104.57,103.099998,104.010002,104.010002,19600000
1972-02-02,104.010002,105.410004,103.5,104.68,104.68,24070000
1972-02-03,104.68,105.43,103.849998,104.639999,104.639999,19880000
1972-02-04,104.639999,105.480003,104.050003,104.860001,104.860001,17890000
1972-02-07,104.860001,105.459999,103.970001,104.540001,104.540001,16930000
1972-02-08,104.540001,105.220001,103.900002,104.739998,104.739998,17390000
1972-02-09,104.739998,106.029999,104.360001,105.550003,105.550003,19850000
1972-02-10,105.550003,106.690002,104.970001,105.589996,105.589996,23460000
1972-02-11,105.589996,105.910004,104.449997,105.080002,105.080002,17850000
1972-02-14,105.080002,105.529999,104.029999,104.589996,104.589996,15840000
1972-02-15,104.589996,105.589996,104.099998,105.029999,105.029999,17770000
1972-02-16,105.029999,106.25,104.650002,105.620003,105.620003,20670000
1972-02-17,105.620003,106.650002,104.959999,105.589996,105.589996,22330000
1972-02-18,105.589996,106.010002,104.470001,105.279999,105.279999,16590000
1972-02-22,105.279999,106.18,104.650002,105.290001,105.290001,16670000
1972-02-23,105.290001,106.18,104.720001,105.379997,105.379997,16770000
1972-02-24,105.379997,106.239998,104.760002,105.449997,105.449997,16000000
1972-02-25,105.449997,106.730003,105.040001,106.18,106.18,18180000
1972-02-28,106.18,107.040001,105.370003,106.190002,106.190002,18200000
1972-02-29,106.190002,107.160004,105.449997,106.57,106.57,20320000
1972-03-01,106.57,108.129997,106.209999,107.349998,107.349998,23670000
1972-03-02,107.349998,108.389999,106.629997,107.32,107.32,22200000
1972-03-03,107.32,108.510002,106.779999,107.940002,107.940002,20420000
1972-03-06,107.940002,109.400002,107.639999,108.769997,108.769997,21000000
1972-03-07,108.769997,109.720001,108.019997,108.870003,108.870003,22640000
1972-03-08,108.870003,109.68,108.040001,108.959999,108.959999,21290000
1972-03-09,108.959999,109.75,108.190002,108.940002,108.940002,21460000
1972-03-10,108.940002,109.370003,107.769997,108.379997,108.379997,19690000
1972-03-13,108.379997,108.519997,106.709999,107.330002,107.330002,16730000
1972-03-14,107.330002,108.199997,106.709999,107.610001,107.610001,22370000
1972-03-15,107.610001,108.550003,107.089996,107.75,107.75,19460000
1972-03-16,107.75,108.220001,106.550003,107.5,107.5,16700000
1972-03-17,107.5,108.610001,106.889999,107.919998,107.919998,16040000
1972-03-20,107.919998,108.809998,107.18,107.589996,107.589996,16420000
1972-03-21,107.589996,107.68,105.860001,106.690002,106.690002,18610000
1972-03-22,106.690002,107.519997,106,106.839996,106.839996,15400000
1972-03-23,106.839996,108.330002,106.669998,107.75,107.75,18380000
1972-03-24,107.75,108.360001,106.949997,107.519997,107.519997,15390000
1972-03-27,107.519997,108,106.529999,107.300003,107.300003,12180000
1972-03-28,107.300003,108.080002,106.220001,107.169998,107.169998,15380000
1972-03-29,107.169998,107.410004,105.980003,106.489998,106.489998,13860000
1972-03-30,106.489998,107.669998,106.07,107.199997,107.199997,14360000
1972-04-03,107.199997,108.260002,106.75,107.480003,107.480003,14990000
1972-04-04,107.480003,108.620003,106.769997,108.120003,108.120003,18110000
1972-04-05,108.120003,109.639999,107.959999,109,109,22960000
1972-04-06,109,110.290001,108.529999,109.529999,109.529999,22830000
1972-04-07,109.529999,110.150002,108.529999,109.620003,109.620003,19900000
1972-04-10,109.620003,110.540001,108.889999,109.449997,109.449997,19470000
1972-04-11,109.449997,110.379997,108.760002,109.760002,109.760002,19930000
1972-04-12,109.760002,111.110001,109.360001,110.18,110.18,24690000
1972-04-13,110.18,110.790001,109.370003,109.910004,109.910004,17990000
1972-04-14,109.910004,110.559998,109.07,109.839996,109.839996,17460000
1972-04-17,109.839996,110.220001,108.769997,109.510002,109.510002,15390000
1972-04-18,109.510002,110.639999,109.019997,109.769997,109.769997,19410000
1972-04-19,109.769997,110.349998,108.709999,109.199997,109.199997,19180000
1972-04-20,109.199997,109.690002,108.080002,109.040001,109.040001,18190000
1972-04-21,109.040001,109.919998,108.300003,108.889999,108.889999,18200000
1972-04-24,108.889999,109.190002,107.620003,108.190002,108.190002,14650000
1972-04-25,108.190002,108.290001,106.699997,107.120003,107.120003,17030000
1972-04-26,107.120003,107.889999,106.18,106.889999,106.889999,17710000
1972-04-27,106.889999,107.889999,106.419998,107.050003,107.050003,15740000
1972-04-28,107.050003,108.279999,106.699997,107.669998,107.669998,14160000
1972-05-01,107.669998,108,106.300003,106.690002,106.690002,12880000
1972-05-02,106.690002,107.370003,105.550003,106.080002,106.080002,15370000
1972-05-03,106.080002,107.239998,105.440002,105.989998,105.989998,15900000
1972-05-04,105.989998,106.809998,105.139999,106.25,106.25,14790000
1972-05-05,106.25,107.330002,105.699997,106.629997,106.629997,13210000
1972-05-08,106.629997,106.809998,105.360001,106.139999,106.139999,11250000
1972-05-09,106.059998,106.059998,103.830002,104.739998,104.739998,19910000
1972-05-10,104.739998,106.099998,104.43,105.419998,105.419998,13870000
1972-05-11,105.419998,106.449997,104.900002,105.769997,105.769997,12900000
1972-05-12,105.769997,107.019997,105.489998,106.379997,106.379997,13990000
1972-05-15,106.379997,107.449997,106.059998,106.860001,106.860001,13600000
1972-05-16,106.860001,107.550003,106.129997,106.660004,106.660004,14070000
1972-05-17,106.660004,107.379997,106.019997,106.889999,106.889999,13600000
1972-05-18,106.889999,108.389999,106.720001,107.940002,107.940002,17370000
1972-05-19,107.940002,109.589996,107.739998,108.980003,108.980003,19580000
1972-05-22,108.980003,110.370003,108.790001,109.690002,109.690002,16030000
1972-05-23,109.690002,110.459999,108.910004,109.779999,109.779999,16410000
1972-05-24,109.779999,111.07,109.389999,110.309998,110.309998,17870000
1972-05-25,110.309998,111.199997,109.669998,110.459999,110.459999,16480000
1972-05-26,110.459999,111.309998,109.839996,110.660004,110.660004,15730000
1972-05-30,110.660004,111.480003,109.779999,110.349998,110.349998,15810000
1972-05-31,110.349998,110.519997,108.919998,109.529999,109.529999,15230000
1972-06-01,109.529999,110.349998,108.970001,109.690002,109.690002,14910000
1972-06-02,109.690002,110.510002,108.93,109.730003,109.730003,15400000
1972-06-05,109.730003,109.919998,108.279999,108.82,108.82,13450000
1972-06-06,108.82,109.32,107.709999,108.209999,108.209999,15980000
1972-06-07,108.209999,108.519997,106.910004,107.650002,107.650002,15220000
1972-06-08,107.650002,108.519997,106.900002,107.279999,107.279999,13820000
1972-06-09,107.279999,107.68,106.300003,106.860001,106.860001,12790000
1972-06-12,106.860001,107.919998,106.290001,107.010002,107.010002,13390000
1972-06-13,107.010002,108.029999,106.379997,107.550003,107.550003,15710000
1972-06-14,107.550003,109.150002,107.379997,108.389999,108.389999,18320000
1972-06-15,108.389999,109.519997,107.779999,108.440002,108.440002,16940000
1972-06-16,108.440002,108.940002,107.540001,108.360001,108.360001,13010000
1972-06-19,108.360001,108.779999,107.370003,108.110001,108.110001,11660000
1972-06-20,108.110001,109.120003,107.639999,108.559998,108.559998,14970000
1972-06-21,108.559998,109.660004,107.980003,108.790001,108.790001,15510000
1972-06-22,108.790001,109.260002,107.620003,108.68,108.68,13410000
1972-06-23,108.68,109.330002,107.690002,108.269997,108.269997,13940000
1972-06-26,108.230003,108.230003,106.68,107.480003,107.480003,12720000
1972-06-27,107.480003,108.290001,106.699997,107.370003,107.370003,13750000
1972-06-28,107.370003,107.870003,106.489998,107.019997,107.019997,12140000
1972-06-29,107.019997,107.470001,105.940002,106.82,106.82,14610000
1972-06-30,106.82,107.910004,106.400002,107.139999,107.139999,12860000
1972-07-03,107.139999,107.949997,106.720001,107.489998,107.489998,8140000
1972-07-05,107.489998,108.800003,107.139999,108.099998,108.099998,14710000
1972-07-06,108.279999,110.269997,108.279999,109.040001,109.040001,19520000
1972-07-07,109.040001,109.660004,108.160004,108.690002,108.690002,12900000
1972-07-10,108.690002,109.160004,107.620003,108.110001,108.110001,11700000
1972-07-11,108.110001,108.349998,106.870003,107.32,107.32,12830000
1972-07-12,107.32,108.150002,106.419998,106.889999,106.889999,16150000
1972-07-13,106.889999,107.300003,105.620003,106.279999,106.279999,14740000
1972-07-14,106.279999,107.580002,105.769997,106.800003,106.800003,13910000
1972-07-17,106.800003,107.370003,105.550003,105.879997,105.879997,13170000
1972-07-18,105.879997,106.400002,104.43,105.830002,105.830002,16820000
1972-07-19,105.830002,107.360001,105.470001,106.139999,106.139999,17880000
1972-07-20,106.139999,106.68,105.120003,105.809998,105.809998,15050000
1972-07-21,105.809998,107.050003,104.989998,106.660004,106.660004,14010000
1972-07-24,106.660004,108.669998,106.629997,107.919998,107.919998,18020000
1972-07-25,107.919998,108.879997,107.059998,107.599998,107.599998,17180000
1972-07-26,107.599998,108.419998,106.790001,107.529999,107.529999,14130000
1972-07-27,107.529999,108.309998,106.610001,107.279999,107.279999,13870000
1972-07-28,107.279999,108.029999,106.519997,107.379997,107.379997,13050000
1972-07-31,107.379997,108.059998,106.599998,107.389999,107.389999,11120000
1972-08-01,107.389999,108.849998,107.059998,108.400002,108.400002,15540000
1972-08-02,108.400002,109.849998,108.120003,109.290001,109.290001,17920000
1972-08-03,109.290001,110.879997,108.900002,110.139999,110.139999,19970000
1972-08-04,110.139999,111.120003,109.370003,110.43,110.43,15700000
1972-08-07,110.43,111.379997,109.690002,110.610001,110.610001,13220000
1972-08-08,110.610001,111.32,109.669998,110.690002,110.690002,14550000
1972-08-09,110.690002,111.57,109.980003,110.860001,110.860001,15730000
1972-08-10,110.860001,111.68,110.089996,111.050003,111.050003,15260000
1972-08-11,111.050003,112.400002,110.519997,111.949997,111.949997,16570000
1972-08-14,111.949997,113.449997,111.660004,112.550003,112.550003,18870000
1972-08-15,112.550003,113.040001,111.269997,112.059998,112.059998,16670000
1972-08-16,112.059998,112.800003,110.870003,111.660004,111.660004,14950000
1972-08-17,111.660004,112.410004,110.720001,111.339996,111.339996,14360000
1972-08-18,111.339996,112.529999,110.809998,111.760002,111.760002,16150000
1972-08-21,111.760002,112.739998,110.75,111.720001,111.720001,14290000
1972-08-22,111.720001,113.160004,111.279999,112.410004,112.410004,18560000
1972-08-23,112.410004,113.269997,111.300003,112.260002,112.260002,18670000
1972-08-24,112.260002,112.809998,110.620003,111.019997,111.019997,18280000
1972-08-25,111.019997,111.529999,109.779999,110.669998,110.669998,13840000
1972-08-28,110.669998,111.239998,109.709999,110.230003,110.230003,10720000
1972-08-29,110.230003,111.019997,109.260002,110.410004,110.410004,12300000
1972-08-30,110.410004,111.330002,109.900002,110.57,110.57,12470000
1972-08-31,110.57,111.519997,110.080002,111.089996,111.089996,12340000
1972-09-01,111.089996,112.120003,110.699997,111.510002,111.510002,11600000
1972-09-05,111.510002,112.080002,110.75,111.230003,111.230003,10630000
1972-09-06,111.230003,111.379997,110.040001,110.550003,110.550003,12010000
1972-09-07,110.550003,111.059998,109.709999,110.290001,110.290001,11090000
1972-09-08,110.290001,110.900002,109.669998,110.150002,110.150002,10980000
1972-09-11,110.150002,110.57,109.010002,109.510002,109.510002,10710000
1972-09-12,109.510002,109.839996,107.809998,108.470001,108.470001,13560000
1972-09-13,108.470001,109.360001,107.839996,108.900002,108.900002,13070000
1972-09-14,108.900002,109.639999,108.209999,108.93,108.93,12500000
1972-09-15,108.93,109.489998,108.099998,108.809998,108.809998,11690000
1972-09-18,108.809998,109.220001,107.860001,108.610001,108.610001,8880000
1972-09-19,108.610001,109.57,108.080002,108.550003,108.550003,13330000
1972-09-20,108.550003,109.120003,107.839996,108.599998,108.599998,11980000
1972-09-21,108.599998,109.129997,107.75,108.43,108.43,11940000
1972-09-22,108.43,109.199997,107.720001,108.519997,108.519997,12570000
1972-09-25,108.519997,109.089996,107.669998,108.050003,108.050003,10920000
1972-09-26,108.050003,108.970001,107.349998,108.120003,108.120003,13150000
1972-09-27,108.120003,109.919998,107.790001,109.660004,109.660004,14620000
1972-09-28,109.660004,110.75,108.75,110.349998,110.349998,14710000
1972-09-29,110.349998,110.550003,108.050003,110.550003,110.550003,16250000
1972-10-02,110.550003,110.980003,109.489998,110.160004,110.160004,12440000
1972-10-03,110.160004,110.900002,109.470001,110.300003,110.300003,13090000
1972-10-04,110.300003,111.349998,109.580002,110.089996,110.089996,16640000
1972-10-05,110.089996,110.519997,108.489998,108.889999,108.889999,17730000
1972-10-06,108.889999,110.489998,107.779999,109.620003,109.620003,16630000
1972-10-09,109.620003,110.440002,109.279999,109.900002,109.900002,7940000
1972-10-10,109.900002,111.110001,109.32,109.989998,109.989998,13310000
1972-10-11,109.989998,110.510002,108.769997,109.5,109.5,11900000
1972-10-12,109.5,109.690002,108.029999,108.599998,108.599998,13130000
1972-10-13,108.599998,108.879997,107.169998,107.919998,107.919998,12870000
1972-10-16,107.919998,108.400002,106.379997,106.769997,106.769997,10940000
1972-10-17,106.769997,108.040001,106.269997,107.5,107.5,13410000
1972-10-18,107.5,109.110001,107.360001,108.190002,108.190002,17290000
1972-10-19,108.190002,108.809998,107.400002,108.050003,108.050003,13850000
1972-10-20,108.050003,109.790001,107.589996,109.239998,109.239998,15740000
1972-10-23,109.510002,111.099998,109.510002,110.349998,110.349998,14190000
1972-10-24,110.349998,111.339996,109.379997,110.809998,110.809998,15240000
1972-10-25,110.809998,111.559998,109.959999,110.720001,110.720001,17430000
1972-10-26,110.720001,112.260002,110.260002,110.989998,110.989998,20790000
1972-10-27,110.989998,111.620003,109.989998,110.620003,110.620003,15470000
1972-10-30,110.620003,111.190002,109.660004,110.589996,110.589996,11820000
1972-10-31,110.589996,112.050003,110.400002,111.580002,111.580002,15450000
1972-11-01,111.580002,113.309998,111.32,112.669998,112.669998,21360000
1972-11-02,112.669998,113.809998,111.959999,113.230003,113.230003,20690000
1972-11-03,113.230003,114.809998,112.709999,114.220001,114.220001,22510000
1972-11-06,114.220001,115.169998,112.910004,113.980003,113.980003,21330000
1972-11-08,113.980003,115.230003,112.769997,113.349998,113.349998,24620000
1972-11-09,113.349998,114.110001,112.080002,113.5,113.5,17040000
1972-11-10,113.5,115.150002,112.849998,113.730003,113.730003,24360000
1972-11-13,113.730003,114.75,112.910004,113.900002,113.900002,17210000
1972-11-14,113.900002,115.410004,113.360001,114.949997,114.949997,20200000
1972-11-15,114.949997,116.07,113.870003,114.5,114.5,23270000
1972-11-16,114.5,115.57,113.730003,115.129997,115.129997,19580000
1972-11-17,115.129997,116.230003,114.440002,115.489998,115.489998,20220000
1972-11-20,115.489998,116.25,114.57,115.529999,115.529999,16680000
1972-11-21,115.529999,116.839996,115.040001,116.209999,116.209999,22110000
1972-11-22,116.209999,117.610001,115.669998,116.900002,116.900002,24510000
1972-11-24,116.900002,117.910004,116.190002,117.269997,117.269997,15760000
1972-11-27,117.269997,117.550003,115.660004,116.720001,116.720001,18190000
1972-11-28,116.720001,117.480003,115.779999,116.470001,116.470001,19210000
1972-11-29,116.470001,117.139999,115.559998,116.519997,116.519997,17380000
1972-11-30,116.519997,117.389999,115.739998,116.669998,116.669998,19340000
1972-12-01,116.669998,118.18,116.290001,117.379997,117.379997,22570000
1972-12-04,117.379997,118.540001,116.989998,117.769997,117.769997,19730000
1972-12-05,117.769997,118.419998,116.889999,117.580002,117.580002,17800000
1972-12-06,117.580002,118.559998,116.900002,118.010002,118.010002,18610000
1972-12-07,118.010002,119.169998,117.57,118.599998,118.599998,19320000
1972-12-08,118.599998,119.540001,117.919998,118.860001,118.860001,18030000
1972-12-11,118.860001,119.779999,118.239998,119.120003,119.120003,17230000
1972-12-12,119.120003,119.790001,118.089996,118.660004,118.660004,17040000
